Name	MC-289_T1-Amb_1603	MC-289_T1-Amb_1609	MC-289_T1-HiT_2878	MC-289_T1-HiT_2023	MC-289_T3-Amb_1595	MC-289_T3-Amb_2741	MC-289_T3-HiT_2183	MC-289_T3-HiT_2058	MC-289_T5-Amb_1721	MC-289_T5-Amb_2874	MC-289_T5-HiT_1341	MC-289_T5-HiT_2998	MC-289_Field_289-1	MC-289_Field_289-2
Montipora_capitata_PredGene_g19420	20.7	22.9	12	15.7	17.8	15.9	14.8	24.3	0	13.7	10.5	0	28.2	20.5
Montipora_capitata_PredGene_adi2mcaRNA32703_R1	172.7	232.3	175.3	91.6	168.4	192	101.5	105.5	106.5	126	90.7	160.1	157.3	164.3
Montipora_capitata_PredGene_g30591	75.9	65.2	46.5	42.7	60.2	76.8	23.3	23.2	23.4	82.5	30.7	42.9	38	71.6
Montipora_capitata_PredGene_g63285	47.6	50.4	26.8	35.8	68.2	37.1	40.5	40.4	55.9	44.9	41.1	46.9	37.5	46.5
Montipora_capitata_PredGene_g49149	330.4	325.6	163.8	264.6	271.2	269	203.8	180.9	354.2	339.7	341	351.5	222.4	304.8
Montipora_capitata_PredGene_g46443	57	66.2	38.6	39.6	55.5	52.6	51.8	47.6	44.4	61	47.5	55.3	61.9	52.2
Montipora_capitata_PredGene_g13166	14.3	17.7	8.6	11.9	12.2	17	16.3	15.5	22.4	27.7	12.9	9.2	24.1	23.2
Montipora_capitata_PredGene_g59073	64.2	69.3	31.8	56.5	63.9	68.6	46	29.3	56.2	46	32.4	51.4	55.6	54
Montipora_capitata_PredGene_g35870	21.3	20.7	12.6	14.1	18.4	16.8	19.4	13.4	20.3	19.1	18.4	17.7	16	20.1
Montipora_capitata_PredGene_adi2mcaRNA12_R8	154.5	356.5	167.7	133.3	270.9	290.5	239.3	253.4	250.6	182.5	189.6	165.9	230.1	210
Montipora_capitata_PredGene_g34551	12.7	19.6	5	20.5	28.1	11.5	6.7	23.6	5.5	27.5	34.9	6.5	17.4	10.5
Montipora_capitata_PredGene_g25252	229	217.8	154.7	131.4	195.8	193.9	123.6	121.7	169.9	215.1	120.1	211.6	184.7	217.6
Montipora_capitata_PredGene_g41937	623	651.6	367.2	449.4	597.1	503.7	404.9	458.5	673.1	664	520.2	528.4	454.4	544.4
Montipora_capitata_PredGene_g46348	38.9	32.8	26.6	19.6	28.3	28.4	35.7	29.8	27.1	38.1	45.4	38.7	24.1	34.7
Montipora_capitata_PredGene_g35909	104.7	112.9	66.6	72.5	127.3	92.2	67.2	68.6	123.1	103.1	57.8	78.1	99.1	58
Montipora_capitata_PredGene_g39879	1077.4	1091.8	679.2	709.3	954.9	625.4	546.2	507.2	1111.9	1027.6	806.9	858.6	813.3	818.4
Montipora_capitata_PredGene_g9580	10.3	13.3	8.7	6.4	9.3	7.9	5.1	8	11.6	8.9	6.7	11.8	10.9	11.1
Montipora_capitata_PredGene_g52056	15.2	14.2	10.9	8.2	14.5	10.2	7.3	5.5	22.7	8	10.8	12.9	14.9	14.3
Montipora_capitata_PredGene_g12133	38.9	42.1	29.5	22.8	46.2	44.5	23.2	28.1	74.4	36.3	23.2	90.3	39.6	33.5
Montipora_capitata_PredGene_g39295	19.7	15.6	8.9	14.3	8.6	15.8	13.5	6.6	12.8	29.5	33.2	455	10.9	9.8
Montipora_capitata_PredGene_g21609	94.4	121.1	75.1	62.9	106.5	105.6	56.1	61	59	84.3	53.6	131.9	102.8	115.2
Montipora_capitata_PredGene_g40317	19	7.2	6.8	8.3	9.8	9	9.5	10.5	5.9	7.5	14.7	14.1	10.8	18.3
Montipora_capitata_PredGene_g41942	25.3	29.2	13.9	22	26.7	26.7	14.5	9.8	26.1	22.8	9.9	10.5	25.1	20.9
Montipora_capitata_PredGene_g39951	197.9	142.2	70.5	165.6	255.9	291.8	108.8	106.5	57.7	105.3	142.5	72.4	294.8	352.5
Montipora_capitata_PredGene_g61598	319	399.1	238	222.3	262.9	284.7	266.9	250.6	300.2	381.7	307.6	257.5	272.4	291.4
Montipora_capitata_PredGene_g27604	247.3	334	190.1	180.9	216.1	214.4	284.8	205	209.3	366	307.8	434.6	227.9	277.5
Montipora_capitata_PredGene_g28097	69.9	40.1	27.9	41.8	65.4	40.4	33.2	37.9	39.4	60.6	35.2	47.7	64.9	62.4
Montipora_capitata_PredGene_g69137	877.6	564.5	389.3	533	693	621.9	331.6	341.3	671.4	1036	404.5	513.7	625	737
Montipora_capitata_PredGene_adi2mcaRNA12948_R0	15.4	17.2	12.4	9	16.9	16.6	21.4	15.3	26.3	18	19.7	9.5	16.4	15.8
Montipora_capitata_PredGene_g24517	28.7	39.6	22.7	21	32.4	24	24.7	34.3	28.3	36.8	25.6	22.9	26.9	28.2
Montipora_capitata_PredGene_g71003	49.3	45.3	28.3	33.1	43.6	39.8	33	19.1	56.2	40.4	32.9	40.7	30.9	28.7
Montipora_capitata_PredGene_g46697	11.5	8.6	6.7	6.3	13.4	10.9	9.1	8.9	7.4	5.8	9.2	10.5	5.5	9.4
Montipora_capitata_PredGene_g38003	11.6	8.9	6.5	6.7	6.5	2.6	5.2	6.6	8.8	26	8	15	4.6	10.8
Montipora_capitata_PredGene_g7589	155.5	190.1	147.5	84.8	233.7	212.1	67.2	77.8	353.9	95.8	79.6	288.5	286	466.9
Montipora_capitata_PredGene_adi2mcaRNA4109_R0	180.6	180	114.6	120.4	206.9	151.7	98.3	92.1	161.5	165.7	102.8	89.5	162.4	163.4
Montipora_capitata_PredGene_g27724	212.4	246	194.1	114.1	193.5	264	80.2	81.7	213	132	110.3	289.3	26.1	78
Montipora_capitata_PredGene_g57297	130.8	116	70.5	91.3	124.4	101	60.7	76.1	93.2	131	74.7	98.4	109.3	104.3
Montipora_capitata_PredGene_g21662	418.8	460.2	270	303.1	820.1	538.1	331.8	267.7	308.5	332.7	392	375.2	395.4	334
Montipora_capitata_PredGene_g5055	36.6	34.3	20	26.8	26.8	25.6	20	29.9	40.6	33.7	23.3	32.6	32.8	41.6
Montipora_capitata_PredGene_g13439	55.8	71.5	35.1	48.3	60.1	54.2	37.3	37.2	39.1	63.1	49.9	68.1	48.9	50.2
Montipora_capitata_PredGene_g53640	24.6	39.2	24.5	16.7	43.4	38.8	17.8	12.4	18.6	12.1	18.1	33.1	43.8	75
Montipora_capitata_PredGene_g55688	10.6	30.3	19.9	6.9	40.7	41	8.1	6.3	28	10.1	4.6	27.7	40.8	93.4
Montipora_capitata_PredGene_adi2mcaRNA20429_R5	264.9	248	179.3	157	235	276.1	78.9	79.5	108.8	171.7	79.8	98	120.8	188.3
Montipora_capitata_PredGene_g21650	15.3	12	9.5	8.4	9.6	10.5	6.3	6.1	7.2	8.7	6.1	9.2	6.2	7.4
Montipora_capitata_PredGene_g36240	60.1	75.4	48.4	40.5	65.2	62.4	31.9	34	49.9	60.3	38.4	65.9	54	68.8
Montipora_capitata_PredGene_g56865	89.6	73.2	36	78.9	68.8	48.4	64.3	112.9	69.3	160.3	131.6	87.2	61.7	62.5
Montipora_capitata_PredGene_g55720	18.7	15.3	11	11.2	10.7	13.5	0	14.8	6.7	9.8	11.4	7.2	11.3	11.8
Montipora_capitata_PredGene_g12080	33.8	30.9	18.9	23.9	50.5	33.5	27.4	18.2	23.5	28.5	22.2	26.1	33.3	23.7
Montipora_capitata_PredGene_g47225	234.8	278	162.8	174.1	242.9	224	143.2	132.3	242.9	228.2	173	182.7	205.6	194.8
Montipora_capitata_PredGene_g50735	71.7	87.8	54.4	50.4	58.5	52.1	60.8	42.3	51.1	66.6	54.5	49.9	57.3	60.5
Montipora_capitata_PredGene_g51654	11.2	14.9	7.5	9.7	16.7	12.2	7.8	4.7	12.1	7.5	6.9	18	12	12.7
Montipora_capitata_PredGene_g61694	58.4	55.4	35	40.3	52.1	54.3	40.4	34.6	22.3	26	33.1	14.8	74.1	43.9
Montipora_capitata_PredGene_g47018	23.9	20.6	12.8	16.8	14.8	20.4	15.3	12.7	18.1	20.3	14.7	15.9	17.8	17.4
Montipora_capitata_PredGene_g66963	240	687.2	260.1	277.2	420.7	395.2	252	272.1	109.2	436.8	165.9	77.9	452.6	571.7
Montipora_capitata_PredGene_g36666	35.8	43.5	29.4	23.1	38	41.2	17.3	15.3	28.8	33.4	22.2	32.6	34.8	39.8
Montipora_capitata_PredGene_g51254	211.1	220.5	144.1	141	114.9	136.9	185.6	196	229.3	205.9	304.7	387.4	87.4	210
Montipora_capitata_PredGene_g61441	12.3	5.8	8	3.9	6.9	7.5	10.1	9.6	3.9	12.6	16.2	22.5	4.9	8.4
Montipora_capitata_PredGene_g44595	18.6	25.6	18.5	11.3	20.3	20.7	10.3	12.4	23.7	31.4	11.4	24.5	19.7	20.6
Montipora_capitata_PredGene_g36046	19.1	26	15.3	14.1	22.7	26	20.8	14.3	13.6	17.6	16.2	19.6	22.5	18.7
Montipora_capitata_PredGene_g71175	715.8	1081.7	539.3	629	680.2	890.5	453.6	507.8	82.9	756.5	296.3	74.3	399.7	641.2
Montipora_capitata_PredGene_g55921	27.8	27.9	15	22.9	26.5	22	16.9	19.9	28.7	32.4	23.8	22.7	24.6	33.5
Montipora_capitata_PredGene_g65433	112.6	124.4	79.1	78.5	136.4	110.4	82	80.6	121.4	115.2	93	94.8	118.7	123.3
Montipora_capitata_PredGene_g67302	159.6	148.7	105.6	99.7	133	121.8	121.1	88.1	132.2	99.6	64.4	166.4	221.5	122.5
Montipora_capitata_PredGene_g52039	84.8	93	56.5	61.9	85.7	71.3	52.8	55.8	42.3	65.1	46.5	73	63.2	75.5
Montipora_capitata_PredGene_adi2mcaRNA18056_R1	269.4	248.5	146.8	202.2	289.9	327.8	171.4	168.8	133.1	151.6	177.3	206.3	329.7	375.1
Montipora_capitata_PredGene_g28884	176.4	166.9	97.1	135	273.6	135.7	105.6	124.1	96.4	202.6	133.5	40.1	396.8	309.6
Montipora_capitata_PredGene_g50913	192.2	177.7	116.5	130.3	193.1	204.3	133.4	87.7	64.7	197.8	176.6	165.4	148.3	196.6
Montipora_capitata_PredGene_g36310	34.7	28.2	27.5	15.8	29	29.8	13.3	7.8	28.3	25.7	17	26.5	36.5	52
Montipora_capitata_PredGene_g40782	14.7	27.8	15	12.2	13.4	19.2	11.3	6.8	21.5	23	15.1	21.1	13.3	17.7
Montipora_capitata_PredGene_g30541	625.7	623.7	405.4	431.5	619.5	510.6	402.8	293.9	395.7	553.9	492.2	369.2	690.5	591
Montipora_capitata_PredGene_g27545	296.8	198	185.3	142.1	165.2	160.1	89.9	103	182.3	95.6	190.2	167.2	220.4	246.9
Montipora_capitata_PredGene_g64907	14	12.6	9.5	8.3	15.1	13	18.1	15.7	5	7.7	8.4	0	14.3	15.2
Montipora_capitata_PredGene_g53331	15.9	18.3	12.4	10.5	16.7	15.8	7.2	11.3	17	11.2	9.6	10.6	12.6	14.4
Montipora_capitata_PredGene_g27900	231.6	241.8	152.8	164.6	223.3	171.1	153.7	126.7	182.5	216.6	164.3	173	193.7	203.3
Montipora_capitata_PredGene_g38975	142.8	148.5	90.5	105.3	106.3	104.7	83.4	79.2	103	123.2	90.4	98.6	112.3	135.2
Montipora_capitata_PredGene_g43364	402.1	510.4	279.1	330.6	294.7	294.5	490.5	428.3	603.2	729.7	622.2	646.7	323.3	599.4
Montipora_capitata_PredGene_g50760	108.7	96.2	57.3	82.2	83.7	88.7	57.3	59.5	77.8	97.2	69.6	66.1	71.4	70.5
Montipora_capitata_PredGene_g809	56.4	61.3	36.1	43.1	52.3	48.3	44.6	51.3	22.7	54	47.4	17.2	42.6	60.3
Montipora_capitata_PredGene_g24493	119.2	105.5	75.6	75.2	112.3	109.7	81.1	80.2	134.4	126.3	75.6	135.6	108.3	132.7
Montipora_capitata_PredGene_g53112	198.4	217.3	121.7	160.3	172.2	173.1	172.2	141.1	210.1	285.4	238.4	205.8	154.8	225.7
Montipora_capitata_PredGene_g42006	257.2	299.1	152.6	229	322.9	289	169.5	175.9	242.6	259.7	226.6	216.6	264.3	256.3
Montipora_capitata_PredGene_g66171	998.1	812	553.5	665.3	638.8	715.7	505.9	513.3	644.9	1014	682.2	774.1	741.7	798.4
Montipora_capitata_PredGene_g39291	224.3	231.3	198.5	118.8	241.1	215.1	116.5	129.4	282.8	133.6	122.5	286.1	335.1	593.7
Montipora_capitata_PredGene_adi2mcaRNA29460_R0	50.4	103.3	70.3	33.6	118.9	111	48.3	54.8	270.7	48.5	63.4	210.6	128.7	87
Montipora_capitata_PredGene_g63838	9.3	10	6.9	6.1	8.1	9.7	11.6	12.6	8.8	6.9	11.8	12	9.2	8.3
Montipora_capitata_PredGene_g4700	221.7	302.1	161.5	188.2	215.2	232.1	138.2	131.1	24.5	193.4	106.1	24.5	134.6	207.9
Montipora_capitata_PredGene_g47229	234.2	228.4	155.5	156.7	146.8	156.8	160.4	166.7	259.5	282.9	229.1	212.6	193.9	261.1
Montipora_capitata_PredGene_g35175	548.5	608	416.7	365.1	491	584.9	345	283.2	313	495.3	267.6	666.8	470.7	591.7
Montipora_capitata_PredGene_adi2mcaRNA20514_R0	432.1	347.6	251.5	272.6	364.9	316.2	330.8	254.7	250.4	430.4	362.4	266.4	407.2	407.2
Montipora_capitata_PredGene_g28538	29.8	30.4	20	20.7	30	26.8	15.2	13.9	26.1	33.2	21.5	35	20.3	26.3
Montipora_capitata_PredGene_g31869	200.3	293.1	176.2	152.7	335.8	272.7	198.9	226.6	125.8	264.9	171.7	140	316.9	283.4
Montipora_capitata_PredGene_g67252	626.1	687.6	461.6	427.4	397.3	460.1	485.9	453.5	160.8	610	257.2	256.1	641.3	605.4
Montipora_capitata_PredGene_g17448	11.1	8.7	5.1	8.7	8.2	7.2	6.6	6.8	12.4	11.1	11.7	17.9	7.2	8.6
Montipora_capitata_PredGene_g50786	684.9	916.5	651.8	443.8	1005.2	865.6	498.1	562.2	1270.9	735.7	420.4	521.1	992	1005.3
Montipora_capitata_PredGene_g34533	333.7	345.6	220.6	240.8	278.3	273.1	253.2	276.7	261.6	428.2	320.1	295.7	308.5	368.3
Montipora_capitata_PredGene_adi2mcaRNA15015_R3	126.1	117.1	77.5	87.7	100.7	111.5	60	71.4	16.2	117.2	70.7	3.1	98.5	108.9
Montipora_capitata_PredGene_g26870	7	7.8	2.7	9.5	3.8	0	9.9	12.8	17	20.2	24.5	32.5	0	15.6
Montipora_capitata_PredGene_g35407	31.2	31.5	22.3	20.3	26.1	29.2	30.4	27.6	26.2	50.2	49.2	35.6	23.4	50.7
Montipora_capitata_PredGene_g25230	345.7	394.5	282.2	222.9	374.7	365.4	202.5	215.6	400.6	277.6	193.6	309.3	401	478.1
Montipora_capitata_PredGene_g35093	747.9	730.9	436.7	578.7	606.5	647	459.2	494.6	718.2	758.7	550.6	663.3	646.1	690.7
Montipora_capitata_PredGene_g2266	828.2	715.1	511.3	537.1	820.2	654.7	429.2	351.7	776.8	592.2	654	898.8	459.4	560.7
Montipora_capitata_PredGene_g36116	123.3	141.3	73.5	109.9	122.2	117.4	89.9	100.8	115.3	103.5	90.6	93.5	113.9	108.3
Montipora_capitata_PredGene_adi2mcaRNA10970_R0	844.6	766.6	520.5	578.5	920.7	798.4	321.6	392.4	857.4	761.4	441.5	839.8	887	932.9
Montipora_capitata_PredGene_g11631	576.7	596.9	418.4	384.1	457.6	466.1	322.1	281.6	578.4	552.1	374.1	338.3	408.1	495
Montipora_capitata_PredGene_g48783	161.9	95.1	96	74.7	78.1	88.4	66.5	57	112.3	54.4	90.1	108.7	79.9	116.1
Montipora_capitata_PredGene_g67642	106.8	127.2	80	79.2	99	95.7	70.8	71.6	239.1	108.6	83.8	190.7	133.1	123.3
Montipora_capitata_PredGene_g16417	10	9.4	8.8	5	11.3	13	7.4	5.3	11.3	8	5.8	8	7.2	6.7
Montipora_capitata_PredGene_g60394	198.8	218.4	139.3	145.7	181.2	154.1	95.3	105.9	211	200.5	118.5	166.9	149.1	174.8
Montipora_capitata_PredGene_g68938	100.4	96.3	64.9	69.8	104.3	81.2	57	67.4	100.6	96.6	83.5	76.9	88	72.9
Montipora_capitata_PredGene_adi2mcaRNA34600_R0	14.8	12.8	8.3	10.7	15	11.6	8.3	9.3	15.1	13	8.3	17.2	6	8.8
Montipora_capitata_PredGene_g27081	15.5	14.3	7.6	13.7	13.5	7	6.1	5.4	14.6	12.5	5.2	12.5	10	6.3
Montipora_capitata_PredGene_g21904	505.5	585.4	368.5	377.6	375.2	456.4	327.6	331.4	281.7	608.6	358.5	443.7	321.7	422.3
Montipora_capitata_PredGene_g35202	163.2	212.6	127.8	127.8	189.9	186.7	111.1	122.3	121.5	199	140.7	165.6	215.6	189.9
Montipora_capitata_PredGene_g67047	537.7	462.8	301	390.4	406.1	371.5	306.2	343.8	455.9	775.6	435.8	564.8	412.1	488
Montipora_capitata_PredGene_g44812	406.1	312.3	187.5	319.7	428.4	532.2	255.5	184.7	303.9	230.7	276	152.2	530.8	591.4
Montipora_capitata_PredGene_g35480	87.9	82.1	58.5	58.5	53	61.5	74.8	98.8	49.7	182.6	66.6	29.9	41.9	48.7
Montipora_capitata_PredGene_g22568	73.2	63.9	42.1	52.7	76.8	51.9	47.3	48.8	74.4	73.9	61.7	39.7	94.5	67.2
Montipora_capitata_PredGene_g30428	91.6	103.2	70.8	63.3	83.3	99.1	58.3	54.9	132.8	75.7	65.4	59.3	88.8	98
Montipora_capitata_PredGene_g7344	587	760	502.2	422.9	609.8	679.3	588	671.9	855.6	770.7	650.8	837.4	773.3	679.3
Montipora_capitata_PredGene_g24236	1082	1003.8	697.1	741.1	886.3	831.2	520.4	495.7	751.4	1097.4	642.2	625.7	896.9	931
Montipora_capitata_PredGene_g23836	365.7	350.9	260.3	234.7	377.2	375.4	164.1	148.3	368.9	347.4	180.7	298.1	364.4	400.5
Montipora_capitata_PredGene_g27887	81.3	95.5	58.4	63.3	67.5	61	62.9	52.2	77.3	107.1	83.3	72.1	67.9	98.4
Montipora_capitata_PredGene_g39760	17.2	17.3	16.8	8.4	14.3	14.6	12.8	10.1	11	28.3	24.3	16.3	14.2	19.5
Montipora_capitata_PredGene_g24126	18	21.5	13.6	13.6	17.3	20.5	14.9	17.2	4.5	17.2	12.2	4.5	15.9	22.3
Montipora_capitata_PredGene_g64799	229.6	290.2	177.6	179.1	190.2	191.7	177.2	145.7	495.8	301.1	202.6	338.1	181.8	263.8
Montipora_capitata_PredGene_adi2mcaRNA28247_R0	7.5	17.2	6.7	9.2	10.5	6.9	9.1	7.8	12.5	15.4	12.1	16.6	12.8	12.5
Montipora_capitata_PredGene_g68940	50.4	51.2	33.6	36.7	39.7	49.7	22.4	30	42.9	52.3	37.6	30.3	38.6	50
Montipora_capitata_PredGene_g26387	1456.6	1320.3	1332.5	691	2268.1	2337.4	789	793.4	1208.3	1601.3	841.1	943	840	1418.9
Montipora_capitata_PredGene_g41468	20.6	13.1	8.9	14.5	12.4	16.3	12.4	11.2	9.1	18.4	10.8	16.5	11.2	12.4
Montipora_capitata_PredGene_g19829	34.7	38.2	30.5	20.8	22.1	30.1	22.2	32.2	49.8	41.2	39.2	57.5	34.1	25
Montipora_capitata_PredGene_g39468	45.9	50.5	31.5	35.3	51.7	45.1	34.8	25.2	33.9	44.3	35.3	32.5	48.8	50.9
Montipora_capitata_PredGene_g37350	38	83	29.7	50.7	39.2	73.4	50.9	50.8	58.1	28.6	29.5	14.3	29.3	24.1
Montipora_capitata_PredGene_g17214	151.7	191.1	121.4	114.8	151.9	143.7	116.8	112.1	223.2	140.9	87.8	176	128	142.8
Montipora_capitata_PredGene_g50759	103.2	127.3	82.6	76.4	94.3	139.3	90	55.4	72.1	84.4	52.3	49.9	68.7	88.3
Montipora_capitata_PredGene_adi2mcaRNA23330_R0	144.2	58.6	47.9	84.8	83.1	51.9	123.4	101.5	70.9	57.9	108	91.7	62.8	58.1
Montipora_capitata_PredGene_g13698	599.1	663.4	426.3	449.2	524.8	489.9	495.1	457.4	446.7	633.7	602.1	421.5	458.4	541.7
Montipora_capitata_PredGene_g11632	6.9	10.7	8.3	4.3	5.3	9.4	12.4	9.6	7	7.2	7.7	11.3	8.2	5.6
Montipora_capitata_PredGene_g38978	3567.4	4670.4	3106.5	2587.7	2474.4	2592.1	3870.5	3787.3	2512.4	4256.1	3365	2071.8	4260	3385.9
Montipora_capitata_PredGene_g32498	243.2	265.4	162.6	191.7	166.6	153.2	392.4	449.4	241	425.2	469.7	321.4	214.1	321.4
Montipora_capitata_PredGene_g27092	383.3	512.5	508.7	186.6	510.2	576.7	135	109.8	341.6	368	165.1	577.6	228	636.6
Montipora_capitata_PredGene_g30471	13.7	6.2	3.7	11.2	12	3	9.8	14.9	8.9	5	7.7	7.9	10.7	7.5
Montipora_capitata_PredGene_g44805	236.9	224.8	162.9	157.6	231	229.9	113.1	135.2	246.6	285.7	154.5	124.3	217.2	251.9
Montipora_capitata_PredGene_g47044	12.2	10.4	5.5	11.3	10.3	11.6	2.4	5.7	26.3	3.5	5	18	2.6	10
Montipora_capitata_PredGene_g40037	36.2	32.6	23.8	24	31	19.5	19.6	20.5	36	34.1	32.7	20.9	25.7	22.4
Montipora_capitata_PredGene_g34538	352.4	407.3	241.7	287.3	348.7	342	239.4	264.6	300	455.4	528.9	324.8	323.5	429
Montipora_capitata_PredGene_g14805	112.4	122.9	73.5	91.1	115.8	97.6	61.6	88.6	85.2	114.2	82.2	82	112	89.2
Montipora_capitata_PredGene_g60886	399	400.7	297.8	260.1	315.5	336.7	310.6	237.9	317	442.9	308.5	261.9	366	420.3
Montipora_capitata_PredGene_g43732	11.3	12.7	7.7	9	9.8	10	8.2	10	9.9	7	11.2	12	8.7	13.7
Montipora_capitata_PredGene_adi2mcaRNA27065_R0	21.4	27.2	21.9	12.9	16.3	25.5	16.7	18	18	22.8	16	18.2	28.9	21.5
Montipora_capitata_PredGene_g46602	103.5	141.4	83.2	85.3	108.4	102.4	83	83.1	154.3	101.9	99	213.4	131.9	122.4
Montipora_capitata_PredGene_g59513	358.8	349.1	214.3	284.1	251	258.9	218.6	239.7	312.6	462.6	243.6	148	252	311.8
Montipora_capitata_PredGene_g67298	93.2	80.4	61.8	59	63.6	60.6	55.6	60.2	77.6	65.6	50.8	173.4	128	70.4
Montipora_capitata_PredGene_adi2mcaRNA18170_R7	150.7	145.8	82.1	130.2	140.6	139.4	93	90.6	44	145.1	76.4	45	178.7	171.4
Montipora_capitata_PredGene_adi2mcaRNA7084_R1	30.5	70.3	46.5	22.5	50.1	49.8	42.4	32.6	45.1	40.9	35.8	42.6	54	60.7
Montipora_capitata_PredGene_g71388	770	790.3	528.5	561	705.1	679.6	426.3	503.7	501.1	881.2	478.7	516.2	672.5	743.2
Montipora_capitata_PredGene_g27782	93.3	115.7	78	67.5	83.7	120.1	118.4	104.8	113.8	132.6	194.9	57.3	65.7	111.2
Montipora_capitata_PredGene_adi2mcaRNA20940_R0	148.7	150.4	103.5	105.4	119.5	122.1	152.2	137.5	296.3	165.9	130.8	149.5	160.9	148.1
Montipora_capitata_PredGene_g25995	67.9	58	51.2	37.6	33.7	50.3	46	32.2	50.6	60.6	45.2	45.6	60.9	60.8
Montipora_capitata_PredGene_g48227	357.6	377.5	269.5	244.9	305.1	322.6	267.3	218.6	314.5	500.3	200.1	390.4	401.9	345.6
Montipora_capitata_PredGene_g1559	84	78.2	58.1	55.2	57	65.6	56	62.9	56.5	93.7	58.9	89.9	55.8	67.8
Montipora_capitata_PredGene_g31924	332.3	201.9	166	197.7	279.9	143.9	146	160.4	367.7	244.9	197.9	134.1	251.6	153.3
Montipora_capitata_PredGene_adi2mcaRNA17129_R0	381.2	424	277.4	286.4	388.3	322.3	246.7	236.7	331.3	441.3	302.4	309.8	321.4	381.5
Montipora_capitata_PredGene_g37032	35.4	37.6	26	25.2	42.2	25.4	22.9	20.1	31.5	29.9	26.6	49.2	24	29.3
Montipora_capitata_PredGene_g11234	302.7	332.1	205.6	240.8	250.1	260.8	309.4	308	314.4	360.4	400.6	409	218.2	365.2
Montipora_capitata_PredGene_g2727	577.6	515.1	348.9	420	380.6	353.1	523.3	459.6	491.6	817.3	555.3	226.5	508.5	528.5
Montipora_capitata_PredGene_adi2mcaRNA17527_R6	430.8	471.5	209.9	477.2	250.2	273.2	359.3	477.3	186.6	498.2	289.4	8.8	539.9	420.7
Montipora_capitata_PredGene_g57431	98.4	92.1	55.1	81.2	88.2	79.6	104.5	113.5	87.7	134	156	80.8	101.6	108.1
Montipora_capitata_PredGene_adi2mcaRNA32029_R2	64.3	97.8	62.3	49.8	76	80	70.8	77.8	73.3	72.2	75.6	60.6	80.5	68
Montipora_capitata_PredGene_g39689	261.1	207.6	158.5	169	225.7	245.8	126.8	124.8	327.6	219.5	208.2	199	167.8	215.7
Montipora_capitata_PredGene_g53907	198.3	216.5	148.3	143.2	167.2	152.6	151.2	87.4	157.2	183.4	105.3	93.7	166.8	174.1
Montipora_capitata_PredGene_g6665	515.1	580.8	367.4	403.5	531.1	478.5	476.1	561.4	459.4	537.6	650.1	854.1	250.4	325.7
Montipora_capitata_PredGene_g30301	39.6	60.9	37.3	32.1	38.6	32.8	38.6	43.6	36.5	46.7	42.8	37.1	42	49.4
Montipora_capitata_PredGene_g29325	10	17.3	15.1	5.7	13.6	18.9	8.3	6.9	15.2	20.6	7	29.7	12.7	13.4
Montipora_capitata_PredGene_g46899	64.3	62.5	50	39.9	99.4	81.2	51	48.7	49.7	51.4	52.2	66.4	68.2	68.9
Montipora_capitata_PredGene_g56328	86.3	109.1	72.3	64.7	71.5	78.3	35	47.6	57.4	66	41.3	88.3	65.1	88.8
Montipora_capitata_PredGene_g25489	53.8	52.2	38.4	36.4	43.8	41.3	34.8	33.8	51.2	52.2	43.7	47.5	34.1	46.3
Montipora_capitata_PredGene_g30164	122.2	141.4	89.2	96.6	98.6	106.9	89.1	88.5	61.5	135.5	97.3	75.6	114.6	101
Montipora_capitata_PredGene_g71195	111.9	113.3	73.4	85.9	112.9	89.6	98.3	89.2	77.2	108.1	78.4	80.4	105.9	110.8
Montipora_capitata_PredGene_g23510	315.8	319.2	222.3	226.5	282.3	274.1	174	168	292.4	302.8	234.3	287.6	238.9	325.6
Montipora_capitata_PredGene_g32971	201.2	196.2	125.3	157.4	234.1	195.2	111.4	142.7	192.1	189.4	161.5	163.8	166.2	156.5
Montipora_capitata_PredGene_g43438	108.4	125.7	108.1	62.9	102.6	111.4	89.7	97.2	111.9	95	86.2	109.5	137	115.7
Montipora_capitata_PredGene_g22334	42.7	51.6	29.6	37.2	38	36	33.5	28.8	32.9	49.5	42.4	35.4	37.6	48.7
Montipora_capitata_PredGene_g21621	57	54.8	44.6	34.9	67.4	56.4	39.2	36	59.1	51.5	31.7	26.3	54.2	51.4
Montipora_capitata_PredGene_g15820	52.1	62.3	35.2	46.3	56.9	48.1	27.7	32.1	44	49	40.9	48.2	50	53.8
Montipora_capitata_PredGene_g24411	386.2	373.2	276.8	261.8	295.7	330.1	182.5	183.7	360.3	388.4	251.7	390.8	276.5	333.2
Montipora_capitata_PredGene_adi2mcaRNA14527_R0	13.6	10.4	9	8	13.3	13.5	4.2	3.1	10	12.1	11.3	12.4	5.5	11.5
Montipora_capitata_PredGene_g63602	375.5	458.1	274.3	315.9	486.4	428.9	248.2	338.2	773.2	417	415.7	557.4	479.3	416.3
Montipora_capitata_PredGene_g67308	18.6	12	8.8	12.8	12.6	10.4	11.7	9.3	16.5	15.9	13.1	12.5	8.7	16.4
Montipora_capitata_PredGene_g59670	18.1	26.3	22.3	10.8	48.4	30.4	20.5	18	2.3	9.9	27.8	9.6	38.9	48.5
Montipora_capitata_PredGene_g4108	81.1	86.8	61.9	57.4	66	55.6	59.5	64.6	62.2	87.7	73.9	58.6	66.2	89
