Name	MC-289_T1-Amb_1603	MC-289_T1-Amb_1609	MC-289_T1-HiT_2878	MC-289_T1-HiT_2023	MC-289_T3-Amb_1595	MC-289_T3-Amb_2741	MC-289_T3-HiT_2183	MC-289_T3-HiT_2058	MC-289_T5-Amb_1721	MC-289_T5-Amb_2874	MC-289_T5-HiT_1341	MC-289_T5-HiT_2998	MC-289_Field_289-1	MC-289_Field_289-2
Montipora_capitata_PredGene_g61061	59	48.5	62.2	72	61.6	65.3	55.2	53.4	61.4	53.3	49.8	48.8	55.4	48.2
Montipora_capitata_PredGene_adi2mcaRNA9577_R0	106.9	50	90.9	91.8	88.1	91.9	93.9	114.4	114.1	70.7	77	96	72.4	69.4
Montipora_capitata_PredGene_g17306	98	132.9	158.3	128.5	106.5	97.9	188	217.8	86	116.4	214.9	114.2	139.1	143.7
Montipora_capitata_PredGene_g11870	173.4	117.7	151.9	210.4	205	143.1	199.2	194.1	598.9	164.1	273.4	392.1	226.6	151.9
Montipora_capitata_PredGene_g5828	91.4	98.8	130.7	108.1	100.5	95	96.2	107.7	98	99.2	80.7	95.6	91.7	91.7
Montipora_capitata_PredGene_adi2mcaRNA8293_R1	528.9	604.7	745.4	671.7	601.7	602.6	522.6	542.9	729.7	549.2	566.4	634.8	532	562.5
Montipora_capitata_PredGene_g32948	62.1	81.1	101.6	77.8	84	81.4	113.3	108.2	57.8	47.2	70.5	67.2	79.2	52.4
Montipora_capitata_PredGene_g39909	1656.9	1705.5	2291.3	1934.9	1507.1	1800.9	2456.9	2307.2	1722	1635.5	1765.6	1794.7	1644.5	1578.6
Montipora_capitata_PredGene_g21894	541	582.4	713.6	693.3	654.5	653.2	972.1	973	502.3	627.7	735.8	592.8	585.6	617.3
Montipora_capitata_PredGene_g47981	74.6	90.6	101.2	104.9	83	107.7	103.2	98.5	99.6	63.7	72.5	87.2	65.8	81.6
Montipora_capitata_PredGene_g58597	169.8	227.2	246.8	245.7	226.4	226.9	241.3	229.7	207.1	172.9	205.5	245.3	182	193.8
Montipora_capitata_PredGene_g8820	37.8	39.7	49.4	47.6	34.4	38.1	42.5	42.4	46.1	39.5	40.1	52.8	31.8	28.8
Montipora_capitata_PredGene_g50137	160.4	116.6	142	207.1	115.1	109.1	155.1	205.4	269.5	113.9	185.3	241.3	267.5	144
Montipora_capitata_PredGene_g40658	414.8	495.3	656.7	492	434.2	454.3	639.2	565.3	599	359.7	492.9	315.9	516.2	454.6
Montipora_capitata_PredGene_g64481	169	154.1	195.7	209.3	188.5	196.1	206.2	269.2	223.4	144.7	168.9	204.8	176.4	144.3
Montipora_capitata_PredGene_g47107	19.4	20.8	25.6	24.8	22.5	28.5	18	31.7	15.3	24.9	20.1	21.1	30	26
Montipora_capitata_PredGene_adi2mcaRNA17322_R0	9.9	8.5	15.6	8.4	13.8	14	21.9	27	12.5	4.2	24.6	13.2	13	11.4
Montipora_capitata_PredGene_g22343	685.1	669.6	902.1	802.1	658.6	633	866.1	976.8	1238.6	790.6	834.1	772.1	659.9	784.2
Montipora_capitata_PredGene_g18171	49.1	75.6	83.2	70.4	36.5	50.4	50.8	53.8	52.6	59.1	46.8	40.5	33.1	47.5
Montipora_capitata_PredGene_g35914	226.4	212.3	295.1	257.2	326	292.9	241.1	177.9	197.1	194.8	344.4	188.6	208.9	240.7
Montipora_capitata_PredGene_g63081	7.6	11.2	14.7	9.1	10.2	10.9	8.3	7.6	27.5	10	15.4	0	14.1	5.9
Montipora_capitata_PredGene_g60279	134.2	141.6	138.4	216.7	207.9	170.8	169.5	202.3	83.7	175.6	181.2	97.4	270.9	129.2
Montipora_capitata_PredGene_g4765	34.3	36.1	44.7	43.9	41.4	36.9	39.9	23.9	36.1	25.4	27.3	37.8	45.1	48.1
Montipora_capitata_PredGene_g36304	12.4	12.2	14.7	16.2	14.8	14.2	17.4	14	18.7	16.6	13.7	13.7	10.8	17.2
Montipora_capitata_PredGene_g71023	468.7	512.9	635.7	597.9	417	521.8	493.7	468.5	535	470.3	399	461.3	476.1	473.9
Montipora_capitata_PredGene_g50930	548.4	457.7	675.8	587.5	417.7	488.4	732.1	755.5	630.3	559.8	665	554.2	569.7	482.7
Montipora_capitata_PredGene_g52511	134.9	107.2	142.6	160.3	209	156	323.6	229	31.6	98.4	201	8.3	221.3	133.7
Montipora_capitata_PredGene_g34619	44.4	36.3	30.1	84.7	35.1	34.7	25.9	35.4	28.4	33.8	22.4	33.1	32.4	33.5
Montipora_capitata_PredGene_adi2mcaRNA25179_R0	106.8	100.9	122.2	139.7	123.2	108.4	125.6	155.3	106.2	121.3	129.2	85.3	122.3	90.5
Montipora_capitata_PredGene_g62037	328.5	326.7	413.8	410.8	293.4	387.8	417	366.9	219.8	388.7	262.8	162.5	325.6	293.7
Montipora_capitata_PredGene_adi2mcaRNA35439_R1	96.9	121.6	138.9	134.4	128.2	118.7	118.5	120.8	87.2	139.1	109.1	29.4	157.5	144
Montipora_capitata_PredGene_g1496	34.9	27.7	30.9	49.6	32.4	26.6	40	38.4	30.9	29.3	42.6	33.3	22.7	29.3
Montipora_capitata_PredGene_adi2mcaRNA37022_R0	557.6	538.1	751.1	633.9	694	656.4	705.4	654.2	625.1	525.6	641.9	600.9	542.7	560.1
Montipora_capitata_PredGene_g18766	15.1	12.4	14.9	19.9	14.7	12.3	15.3	16.9	14.2	13.6	15.9	19.4	11.6	17.3
Montipora_capitata_PredGene_g22830	30	35.6	44.7	38	35.2	34.3	37.8	44.2	34.7	25.3	26	38.9	30.6	26.8
Montipora_capitata_PredGene_g33743	54	36.7	56.1	56.1	65	56.8	46.4	47	52.8	31.4	64.8	42.5	49.9	60.4
Montipora_capitata_PredGene_g47021	404.8	471.5	611	497	535.1	446.6	554.9	616.1	502.5	509.2	620.6	388.3	465.2	431
Montipora_capitata_PredGene_g39003	135.2	138.3	192.5	154.3	110.5	177.2	152.4	75.2	112.9	117.3	77.5	40.4	92	118.2
Montipora_capitata_PredGene_adi2mcaRNA8815_R0	223.8	197.1	279.5	251.1	252.5	225.6	259.7	277.6	294.1	195.7	328.3	320.6	174.2	188.4
Montipora_capitata_PredGene_g22808	252.6	260.3	300.9	347.9	282.8	280.7	312.2	288	270.9	250.8	245.7	264.9	237	234.6
Montipora_capitata_PredGene_g25064	185.3	156.6	219.8	210.3	210.7	195.5	194.4	182.4	181	159.5	166.6	74.6	176.8	167.9
Montipora_capitata_PredGene_g16013	8.8	8.5	12	9.9	9.7	8.5	7.8	12.8	8.1	15.4	13.8	6.1	9.8	11.3
Montipora_capitata_PredGene_g54391	1125.7	1058.7	1291.3	1472.5	1014.9	1211.2	1253.4	1283.4	1385.4	1210	1120.3	1267.7	959.3	1034.1
Montipora_capitata_PredGene_g67239	63.3	61.5	83.6	74.4	61.1	99.3	124	149.9	1141.4	67.3	314.2	49.7	49.5	42.9
Montipora_capitata_PredGene_g32475	111.1	101.9	151.5	119.3	97.5	110.1	142.8	153.2	127.6	110.4	119.6	133.3	107.1	93.9
Montipora_capitata_PredGene_g3428	13	10.5	15.9	13.7	16.6	13.3	12.2	15.3	17	13.8	13.4	16.6	9.9	11.2
Montipora_capitata_PredGene_g19266	566.8	533.4	706.7	683.3	535.8	608.4	717.2	676.7	567.7	593.9	569.6	582.8	507.4	603.7
Montipora_capitata_PredGene_g27727	107	86.7	118.7	124.8	127.3	100.4	95.9	109.1	82.9	73.1	89.2	108.5	74.2	94.7
Montipora_capitata_PredGene_g23748	189.3	203.1	301	204	209.2	262	234.4	108.4	164.4	149.7	114.4	124.4	180.5	180
Montipora_capitata_PredGene_g3546	172.7	190.5	241.4	218.1	202.3	190.3	169.2	162.5	171.1	185.5	136.8	123.8	192.5	161.7
Montipora_capitata_PredGene_adi2mcaRNA14688_R0	70.5	71.1	90.2	89	80.7	74.3	88.6	105.3	109.3	83.4	134.8	146.2	62	83.7
Montipora_capitata_PredGene_g23755	188.6	176.7	226.6	235.2	168.4	189.5	232.9	273.7	241.9	192.2	193	228.3	169.4	178.1
Montipora_capitata_PredGene_g28781	53.6	45.4	62	62.8	33.6	36.9	59.9	58.1	42.1	65.4	58.5	55.3	43.4	51.5
Montipora_capitata_PredGene_g24127	38.3	43.1	49.7	53.1	47.7	41.1	52.2	54.4	59.5	38	46.8	31	48	57.4
Montipora_capitata_PredGene_adi2mcaRNA9486_R1	8.1	9.1	14.4	8.2	15.5	12.5	12	14.2	0	10.1	11	6.4	8.1	8
Montipora_capitata_PredGene_adi2mcaRNA28760_R0	1452.2	1504.8	1830.9	1912.4	1503.1	1642.6	1687.7	1599.9	1461.9	1418.1	1413.6	1418.1	1449.6	1479
Montipora_capitata_PredGene_g28242	1246	1284	1658.6	1546	1512.7	1500.2	1550	1639.9	1236.6	1043.7	1264.9	1525.1	1267.2	1278.2
Montipora_capitata_PredGene_g25209	670.2	687.8	849.1	870.1	1092.5	1121.5	600.4	651	1372.6	464.5	558.9	1050.5	993.9	816.6
Montipora_capitata_PredGene_adi2mcaRNA7128_R0	190.3	157.9	214.8	224.1	199.7	214.5	194.3	228.7	198	177.1	190.5	176.7	185.5	174.8
Montipora_capitata_PredGene_g70888	27.2	28.8	39.8	31.6	45.3	48.9	52.6	34.6	19.2	31.9	36.1	30.8	27.1	24.9
Montipora_capitata_PredGene_g55652	153.8	140.5	183.6	188.9	187.2	172	151.1	180.9	144.6	156.8	167	193	142.4	139.9
Montipora_capitata_PredGene_g10295	712.1	577	813.5	812.2	711.1	801.6	811.1	903.6	656.2	611.7	865	707.6	604.5	632.2
Montipora_capitata_PredGene_g11963	263.6	223.2	339.4	278.5	257.9	289	175.4	179.7	196.3	183.9	150.5	358.6	172.7	241.5
Montipora_capitata_PredGene_g16487	147.6	43.7	81	128	85.4	113.8	89.1	68.8	108.2	61.5	64.1	103.3	37.5	42.2
Montipora_capitata_PredGene_g53744	928.7	984.8	1317.9	1116.9	978.1	1088.7	1199.2	1247.4	1096.5	801.3	987.7	1085.7	863.9	743.5
Montipora_capitata_PredGene_adi2mcaRNA4451_R1	574.8	447.3	1281.2	323.3	491.9	632.2	738.2	816	510.7	586.1	526.1	628.3	663.5	494.2
Montipora_capitata_PredGene_g25975	50.8	52.8	69.7	62	48.6	54.2	71.5	90.1	73.8	50.8	53.6	53.5	57.2	46
Montipora_capitata_PredGene_g25393	42.2	41.7	49.5	57.3	42	36.5	33.7	37.8	41.5	38.9	33.1	53.3	66.5	40.7
Montipora_capitata_PredGene_g23211	9.1	8.6	12	10.6	11.7	13.9	6.1	7.5	11.1	8.8	9.5	10.3	10.9	11.9
Montipora_capitata_PredGene_adi2mcaRNA11065_R0	119.6	77.7	112.1	133.4	211.2	165.5	67.3	69.1	93	110.2	90.2	145.3	91.4	96.6
Montipora_capitata_PredGene_g43974	1855.8	2080.7	2893.8	2151.4	1886.3	2016.3	2220.4	2251.8	1866.5	1731.2	1972.2	2247	1975.9	2503.8
Montipora_capitata_PredGene_g22473	290.3	320.2	387.1	388.2	354.8	401.1	300.6	323.6	739.8	326.1	369.2	421.7	304.3	338.3
Montipora_capitata_PredGene_g58751	71	54.2	69.1	90.1	65.8	75.4	110.1	96.4	38.5	61.6	79.6	64.6	70.2	79.3
Montipora_capitata_PredGene_g27733	134.7	111.6	164	148.2	135.3	139.6	182.5	157.1	121.7	133.4	107.7	118	153.9	133.9
Montipora_capitata_PredGene_g9284	598.8	693.7	812.1	827.1	503.6	424.6	956.5	1160	331.8	968.1	1128.7	574.4	846.1	857.2
Montipora_capitata_PredGene_g33920	23.3	34.9	41.2	32	27.1	26.9	31.9	18.4	30.2	22.3	29.3	33	17.7	33.9
Montipora_capitata_PredGene_g55919	243.8	232.1	310.5	294.9	248	268.1	288	240.1	139.4	223.3	212.8	261.9	248.2	213.4
Montipora_capitata_PredGene_g46712	54.5	41.8	56.3	65.4	79	71	44.4	54.2	43.7	53.7	55.4	54.6	49.8	55.8
Montipora_capitata_PredGene_g66935	18.1	25.2	27.6	26.8	21.4	21.6	28.6	26.8	20.3	17.4	21.6	26.3	25.3	19.7
Montipora_capitata_PredGene_g70079	19.6	18.8	20.6	29.1	28.1	26.3	34.3	26.2	14.4	22.6	23.8	22.6	25.6	22.8
Montipora_capitata_PredGene_g26410	593.9	424	632.1	645.2	647	621.1	872	909.2	764.1	454.7	694.4	769.7	567.8	500.7
Montipora_capitata_PredGene_g37104	115.4	138.3	142.7	181.6	128.5	142.1	164.9	184	108.6	129.9	156.5	179.1	95.2	96.8
Montipora_capitata_PredGene_g49595	81.3	79.8	100.9	104.5	108.4	111.3	104.9	81.9	97.2	83.8	79.2	119.3	85.4	71.3
Montipora_capitata_PredGene_g48862	86.3	51.6	97.9	74	133.2	115.6	98.4	111.7	76.6	71.3	83.3	82.6	69.6	60.2
Montipora_capitata_PredGene_g48532	53	35.2	57.7	52.6	62.5	64.1	59.5	64.4	22.4	41.2	67.6	23.2	69.1	57.9
Montipora_capitata_PredGene_g64280	883	1069	1328.5	1157.9	1052.8	1077.3	1544.2	1572.3	643	845	1064	707.3	1069	859.9
Montipora_capitata_PredGene_g35049	13.6	29.6	23.8	27.7	24.3	28.2	22.5	32	30.5	17.5	21.6	30.9	17.9	19.2
Montipora_capitata_PredGene_g62595	13.5	14.8	20.1	16.3	17.1	18.7	20.1	13.4	10.9	13.1	13.1	18	17.6	17.3
Montipora_capitata_PredGene_g49347	963.1	723.8	1119.6	1017.6	843.4	849.1	1400.5	1525.7	1107.6	854.2	1068.3	1075.4	837.1	773.4
Montipora_capitata_PredGene_g64954	264.6	271.4	370.8	316.3	249.7	284.5	324.4	322	207.1	229.8	238.2	216.4	267.5	283.5
Montipora_capitata_PredGene_adi2mcaRNA24296_R0	98.7	93.6	99.3	152	98.8	134	79.3	79.8	19.4	79.6	53.4	26.5	105.3	108
Montipora_capitata_PredGene_g55597	13.4	6.4	13.2	10.6	14.8	18.4	10.1	8.4	6.2	6.5	10.6	12.2	19.5	12.3
Montipora_capitata_PredGene_g33598	1071	1069.6	1251.9	1497.8	1110.2	1194.3	1312.6	1531.8	1437	1257.9	1391.5	1310	1287.5	1128.6
Montipora_capitata_PredGene_g60209	170.2	137.6	182.9	209.5	159.1	156.1	212.2	232	144.4	128.7	179.5	173.5	154.9	131
Montipora_capitata_PredGene_g46014	17.1	20.4	24.4	23.3	15	15.4	18	21.3	14.7	14.6	12.7	21.8	14.1	9.8
Montipora_capitata_PredGene_adi2mcaRNA21269_R0	366.7	396.4	475.3	500.4	442	526.1	407.4	386.2	369.5	343.8	385.4	408.7	379.4	384.4
Montipora_capitata_PredGene_adi2mcaRNA13695_R0	21.8	26.6	27.8	34.1	30.4	24.2	25.6	28.8	26.3	24.9	22.2	26.1	22	25.3
Montipora_capitata_PredGene_g31470	519.1	484.7	674.1	611.8	490.2	509.5	740	649	254.7	503.6	723.3	210.5	483.6	496.8
Montipora_capitata_PredGene_g25439	199.6	176.9	262.1	220.7	215.3	253.5	216.5	162.8	119.5	128.2	109.8	121.6	220.2	154.7
Montipora_capitata_PredGene_adi2mcaRNA16195_R0	6.3	13	11.1	12.1	14.7	12.2	13.5	12.8	10.8	12.4	13.3	9.3	7.1	7.8
Montipora_capitata_PredGene_g66172	70.9	69.4	82.7	97.6	96.6	84	92.7	102.6	71.5	71.5	80.4	82.5	69.3	63.6
Montipora_capitata_PredGene_adi2mcaRNA7360_R1	185.9	131	181.4	220.3	121.8	145.1	165.1	190.6	188.2	203.5	167	136	144.2	144.6
Montipora_capitata_PredGene_g7118	154.2	140.8	201.3	177.3	205.1	185.1	197.5	208.1	131.7	160.2	129.7	200.5	204.4	150.1
Montipora_capitata_PredGene_g34549	410	263.9	337.9	526.7	367.4	321.2	329.3	376.3	433.6	381.6	559.2	313.6	375.6	234.9
Montipora_capitata_PredGene_g2664	77.1	43	69.9	78	86.2	76.6	70.2	59.7	86	42.1	44.7	63.7	78	52.4
Montipora_capitata_PredGene_g39682	532.1	394	539.1	640.3	657.7	571.9	602.4	582.4	441.8	484.2	570.5	409.5	674.5	390.2
Montipora_capitata_PredGene_g619	167.6	152.5	248.7	169.1	128.5	119.4	290.3	284.2	128.5	225.4	283.5	74.2	165.8	156.5
Montipora_capitata_PredGene_g23828	129.9	131.8	149.4	188.5	135.9	158	166.1	169.9	177.1	177.7	157.1	128.3	160.8	146.3
Montipora_capitata_PredGene_adi2mcaRNA28118_R0	59.9	64.9	91.6	69.8	61.2	67.4	92.2	93.2	82.4	59.4	59	68.6	56.4	68.4
Montipora_capitata_PredGene_g70627	141.9	128.2	152.9	196	173.7	190.1	141.9	157.1	114.7	138.1	137.9	2.9	139.1	146.6
Montipora_capitata_PredGene_g33629	13.8	18.1	18.7	22.1	10.2	14.8	23.5	27.6	11.6	24.7	30.8	19.2	24.2	16.1
Montipora_capitata_PredGene_g9122	30.4	30.8	42.6	36.3	27.4	26	34.3	34.8	23.4	34.8	30.1	38.1	33.1	30.2
Montipora_capitata_PredGene_g48534	85.5	62.2	94.5	93.1	97.3	108.7	99.9	118.2	48.8	48.4	127.9	39.3	94.4	91.9
Montipora_capitata_PredGene_g52497	1428.5	1451.8	2025	1695.4	1426.6	1800.9	1875.8	1850.3	1990.1	1299.9	1306.9	800.1	1734.3	1218.3
Montipora_capitata_PredGene_g389	56.3	62	83.7	69	51.6	59.1	84.3	90.3	38.6	37.1	59.5	55.2	44.7	43.1
Montipora_capitata_PredGene_g51718	23.7	24.9	34	28.7	24.6	23.7	25.6	19.2	24.4	27.7	21.3	22	14.3	22.3
Montipora_capitata_PredGene_g52053	10.8	15	16.5	16.3	25	17.8	16.3	13.6	20.2	12.1	20.1	11.2	18.4	14.6
Montipora_capitata_PredGene_g27612	1238.5	1164.2	1552.9	1542.1	1614.6	1734.1	1434.1	1267.3	1386.5	1065.3	1189.9	1301.8	1248.1	1162.1
Montipora_capitata_PredGene_g33425	62	46.4	78.6	60.8	104	76.9	73.4	52	60.8	45.7	75	71.6	57.2	59.9
Montipora_capitata_PredGene_g36200	49.6	39.7	51.9	63.1	52.5	61.1	57.1	81.5	52.5	31.8	61.2	61.5	67.5	50.7
Montipora_capitata_PredGene_g2250	121	111.1	149.7	149.8	153.3	144	94.4	114.9	61.8	102.3	100.6	76	92.9	88.3
Montipora_capitata_PredGene_g67651	168.6	170.8	235.8	203.5	180.2	198.9	194.1	190.3	158	152	165.3	111.9	147.3	158.2
Montipora_capitata_PredGene_g59540	21.6	19.7	23	30.8	21.1	22.5	20.8	21.6	22.9	12.5	20.4	21.5	14	11.9
Montipora_capitata_PredGene_g41749	18.9	16.1	25	20.3	21.5	23	21.7	21.6	16.6	13.3	12.4	23.4	29.4	19.9
Montipora_capitata_PredGene_g45545	117.9	106.5	159.6	131.1	131.8	112.9	165.2	244.8	132.9	127.5	176.1	169.6	207.2	145.1
Montipora_capitata_PredGene_g57243	82.1	79.8	96.2	113.7	119.2	106.6	80.4	97.7	81.6	70.6	79.4	72	102.5	72.6
Montipora_capitata_PredGene_adi2mcaRNA26927_R0	280.1	254.1	418.1	284.8	359.2	438	659.2	581.3	683.9	320.9	619.3	4439.5	288.6	378.8
Montipora_capitata_PredGene_adi2mcaRNA6594_R3	1019	901.9	1042.9	1474.6	1280.7	1158.2	1094.5	1144	733.6	1157.6	959.8	704.2	2233.1	1520.1
Montipora_capitata_PredGene_g65880	311.9	287.5	404.4	371.3	308.9	340.1	536.6	388.5	291.2	298.1	323.6	313.4	338.9	261.2
Montipora_capitata_PredGene_g35460	52.7	52.1	65	70.7	66	54.6	83.3	94.7	36	66.1	64.8	104.4	65.6	50.1
Montipora_capitata_PredGene_g37071	164.8	124.2	188.3	182	209.4	163.5	182.7	171.8	121.3	116.3	124.2	140.5	213	147.5
Montipora_capitata_PredGene_g33437	135.7	127.6	210.2	138	124.5	132.7	142.2	149.7	171.9	126.5	139.7	148.1	160.7	252
Montipora_capitata_PredGene_g22804	201.3	183.5	235	263.7	352.8	299.6	255.8	272.7	205.9	205.7	232.3	202	259.9	203
Montipora_capitata_PredGene_g53594	139.5	104	148.9	163.3	168.3	173.5	161.4	185.2	100.4	88.7	125.1	181.5	104.7	94.8
Montipora_capitata_PredGene_adi2mcaRNA3618_R0	217.1	196.2	296.1	241.2	266.6	261.2	293.6	227.7	197.3	151.4	189.7	183.1	261.9	191.3
Montipora_capitata_PredGene_g41346	506	484	689.6	596.5	581.3	557.9	606.2	707.4	602	446.5	608.2	738.3	583.2	529.3
Montipora_capitata_PredGene_g40330	135.8	110.2	134.2	187.4	221.5	191.5	122.9	102.2	187.6	60.1	76.1	173.5	88.7	144.6
Montipora_capitata_PredGene_g32917	521.4	473.2	611.3	677.9	567	608.1	567.3	653.7	433.5	534.8	564.5	694.9	516	528.9
Montipora_capitata_PredGene_g60919	53.9	54.3	69.6	70.8	83.3	79.2	78.1	77.8	21.5	50.1	47.4	66.2	71.6	59.6
Montipora_capitata_PredGene_g32929	38.3	36.9	48.1	49.4	137.2	79.1	172.6	54.2	418.2	33.1	367	378.1	39.5	39.9
Montipora_capitata_PredGene_g38982	52.9	50	77.6	57.5	59.3	79.4	59	51.6	51.9	68.8	47.6	45	61.5	50.7
Montipora_capitata_PredGene_g8376	59.3	28.1	42.3	66.4	50.6	48	44.8	39.7	46.8	53.2	45.2	49.5	45.3	50.7
Montipora_capitata_PredGene_g46485	10	9.4	13.5	11.7	12	10.2	11.4	15.5	9.2	7.9	7.9	5.6	12.6	10.6
Montipora_capitata_PredGene_g37495	1573.7	1453.6	1899.7	2034.6	1756.5	1956.4	1996	1911.7	1797.8	1240.7	1571.1	1504	1637.3	1484.7
Montipora_capitata_PredGene_g36065	41.5	21.5	42.9	35.2	39.4	29.1	36.5	36.3	35.5	31.3	36.7	30.7	32.6	27.9
Montipora_capitata_PredGene_g53861	50.1	45.8	58.6	66.2	40.5	42.9	48.6	50	64.9	42.8	50.1	51.5	38.2	46.1
Montipora_capitata_PredGene_g52786	33.2	24.6	41.3	33.5	64.1	54.9	35.2	38	24.7	26.6	36.6	34.6	22.3	35.9
Montipora_capitata_PredGene_g33930	98.5	140.9	203.9	115.1	192	148.5	183.7	204.7	39.3	133.2	196.4	87.8	173.8	217.2
Montipora_capitata_PredGene_g42434	78.1	61.6	85	95.7	82.8	71.1	80.7	73.1	101.8	75.1	83.4	118	57.7	52
Montipora_capitata_PredGene_g32447	128.6	122.1	169	157.5	143.3	173.1	139.3	110.6	158.1	109	120.4	145	108.6	136.6
Montipora_capitata_PredGene_g31191	22.5	18.1	25.2	27.4	20.5	24.1	22.6	20.1	23.2	19.3	22.8	21.1	21.4	24.5
Montipora_capitata_PredGene_g33545	68.1	64	90.2	81.9	102.7	95.3	76.2	77.1	60	55.9	83.7	113.4	62.6	68.2
Montipora_capitata_PredGene_g23954	38.5	45.5	52.9	56	65.8	54.8	44.5	48.9	26.6	32	36.2	27.5	49	23.1
Montipora_capitata_PredGene_g2725	743.8	698.2	936.5	941.3	933	925.3	827.3	798.7	909.2	660.3	877.7	874.7	714.7	709.5
Montipora_capitata_PredGene_g47587	19.7	24.2	33.6	24	28.3	18.7	26.6	26.8	24.6	25.5	28.1	20.7	17	17.3
Montipora_capitata_PredGene_adi2mcaRNA21085_R0	403.1	385.6	529.9	498.6	510	481.6	538.3	560.1	385.3	350.9	454.4	421.3	431.1	377.1
Montipora_capitata_PredGene_adi2mcaRNA9523_R8	20.3	12	23.3	17.9	19.3	19.2	16.3	24.3	8.2	18.6	17.7	13.9	17.2	14.7
Montipora_capitata_PredGene_g2855	145	124.6	163.1	188.6	153.2	177.9	188.5	219.2	148.9	161.3	192.2	158.4	112.8	125.6
Montipora_capitata_PredGene_adi2mcaRNA6074_R1	112.2	101.7	118.9	163.7	105.4	92.6	115.9	129.1	100.3	129.1	111.9	135.6	80.8	79.5
Montipora_capitata_PredGene_adi2mcaRNA29187_R0	1533.9	1658.8	2135.1	2035.4	1555.3	1670.4	1799.2	1747.4	1654.7	1834.2	1719.6	1523.7	1420.8	1537.7
Montipora_capitata_PredGene_g36088	316.3	92.3	111.1	449	101.5	136.2	145	141.4	98.6	326.5	70.4	148.7	94.4	128.3
Montipora_capitata_PredGene_g37231	1291.4	1206	1465.4	1816.4	1324	1436.1	1082.4	1105.1	2167.5	1255.8	1122.5	1314.4	1275.8	1247
Montipora_capitata_PredGene_g4649	112.1	114	164.5	132.8	138.5	115.6	182.4	208.6	110.8	145.2	160.1	148.6	142.2	116.9
Montipora_capitata_PredGene_adi2mcaRNA31556_R0	81	65.4	88.6	102.2	101.2	88.3	97.9	94.3	66.8	62.8	99.3	84	90.8	64
Montipora_capitata_PredGene_g31886	1405.7	1383.6	1849.7	1799.3	1878.4	1606.2	1572.3	1668.9	1046.6	1111.1	1719.6	1673.2	1794.2	1537.3
Montipora_capitata_PredGene_g25994	209.4	214.3	262.3	292.6	278.2	275.9	267.1	297	216.8	198.8	244.6	218	212.3	184.2
Montipora_capitata_PredGene_g43096	42.5	48.5	57.5	61.4	57.1	51.8	45	52.1	47.3	51.5	44.8	49.7	48.1	43.6
Montipora_capitata_PredGene_g35116	22.3	22.9	34.5	25.4	23.5	17.4	27.5	26.6	36.4	23	21.6	28.1	152.2	169.7
Montipora_capitata_PredGene_g46583	7.2	16	16.5	11.9	13.1	12.5	21.5	15.8	15.6	13.6	35.1	0	14.9	15.4
Montipora_capitata_PredGene_g65474	8.2	8.7	12.6	9.7	16.9	14.9	9.2	14.6	19.9	7.9	12.9	20.9	14.8	14
Montipora_capitata_PredGene_g55306	30.8	27.5	34	42.9	30.1	28	30.7	38.7	23.7	17.3	22	22.8	37.7	22.6
Montipora_capitata_PredGene_g35254	769.3	763.3	1067.9	944.2	771.9	884.2	1110.1	815.7	669.6	745.4	747.1	676.6	813.2	723.9
Montipora_capitata_PredGene_g56055	119.9	155.8	155.7	206	189.7	171.1	227.9	206.9	109.1	183.4	232.8	61.3	263.6	109
Montipora_capitata_PredGene_adi2mcaRNA5993_R2	178.7	146.1	210.7	213	215.4	189.3	204	192.7	152.5	161.7	166.3	201	152.6	153.6
Montipora_capitata_PredGene_g16445	107.4	101	133.6	139.4	85.8	80.5	161.8	173.3	160.6	189.5	222.4	130.6	115.3	84.5
Montipora_capitata_PredGene_g55442	8.7	8.5	12	10.6	8	7.5	11.4	10.1	7	15.3	8.9	6.7	6.4	13.9
Montipora_capitata_PredGene_adi2mcaRNA5277_R0	292.7	211.9	295.1	361.5	298	323.1	358.4	365.3	291.1	244.9	321.4	627.8	379	294.3
Montipora_capitata_PredGene_g41413	541.2	461.7	604.5	712.7	878.7	804.7	568.2	487.9	830.1	203.8	353.9	855.3	412.2	723.3
Montipora_capitata_PredGene_g36737	94	87.4	107.6	131.8	82.5	83	74.2	122	107	110.4	144.9	120.5	88	92.9
Montipora_capitata_PredGene_g46469	83	82.4	124	95.1	76.6	74.1	128.8	108.8	81.4	102.4	103.4	71.6	81.6	125.5
Montipora_capitata_PredGene_g64603	61.4	45.6	69.9	69	71	85.5	58.3	66.7	67.8	58.1	50.7	50.3	77.6	56.9
Montipora_capitata_PredGene_g5119	145.8	147	192.7	192.3	167.8	173.2	170	160.4	192.5	155.1	169.1	184.5	143.4	158.9
Montipora_capitata_PredGene_g65890	8.8	11.2	12.8	13.4	12.7	11	13.5	15.1	16.7	11.2	18.8	5.3	16.5	11.5
Montipora_capitata_PredGene_g58090	467.9	364.6	565	522.9	349.6	452.2	533.2	374	338.2	408.8	424.5	314.3	393.4	391.2
Montipora_capitata_PredGene_g65480	89.6	80.7	122.1	102.7	138.5	111.9	104.9	99.2	81.6	78.2	81.6	148.8	109.8	84
Montipora_capitata_PredGene_g28248	51.4	52.3	67.5	69	66.8	60.9	64.8	53.5	57.9	51.9	41.4	63.9	49.3	48.5
